group,variable,value,Gene Annotation
rs2240339,CA.HCC.HEPG2,17,intronic
rs2240339,CA.HCC.HUH7,18,intronic
rs2240339,CA.HCC.HUH75,6,intronic
rs2240339,CA.LUAD.PC9,10,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.LUEPITH.A549,18,intronic
rs2240339,CA.MEDBM,18,intronic
rs2240339,CA.MELAN.COLO829,18,intronic
rs2240339,CA.MELAN.RPMI7951,18,intronic
rs2240339,CA.MELAN.SKMEL5,18,intronic
rs2240339,CA.ML.CMK,17,intronic
rs2240339,CA.ML.K562,6,intronic
rs2240339,CA.ML.K562,17,intronic
rs2240339,CA.ML.K562,17,intronic
rs2240339,CA.ML.K562,6,intronic
rs2240339,CA.ML.K562.G1,17,intronic
rs2240339,CA.ML.K562.G2,6,intronic
rs2240339,CA.ML.KBM7,6,intronic
rs2240339,CA.MYELOMA.KMS11,17,intronic
rs2240339,CA.MYELOMA.MM1S,16,intronic
rs2240339,CA.MYELOMA.NCIH929,17,intronic
rs2240339,CA.MYELOMA.PC.RPMI8226,17,intronic
rs2240339,CA.NEUROBM.BE2C,18,intronic
rs2240339,CA.NEUROBM.SKNDSH,18,intronic
rs2240339,CA.NEUROBM.SKNDSH,18,intronic
rs2240339,CA.NEUROBM.SKNDZ,18,intronic
rs2240339,CA.NEUROBM.SKNDZ,18,intronic
rs2240339,CA.NEUROEPTH.SKNDMC,18,intronic
rs2240339,CA.NEUROGLIOMA.h4,18,intronic
rs2240339,CA.NSCLC.NCIH460,18,intronic
rs2240339,CA.OSTSARC.MG63,18,intronic
rs2240339,CA.OSTSARC.SJSA1,18,intronic
rs2240339,CA.PAAD.8988T,6,intronic
rs2240339,CA.PANC.DUCT.EPITH.PANC1,18,intronic
rs2240339,CA.PRAD.C42B,18,intronic
rs2240339,CA.PRAD.EPITH.22RV1,18,intronic
rs2240339,CA.PRAD.EPITH.22RV1,18,intronic
rs2240339,CA.PRAD.LNCAP,18,intronic
rs2240339,CA.PRAD.LNCAP,18,intronic
rs2240339,CA.PRAD.PC3,9,intronic
rs2240339,CA.PTHC,18,intronic
rs2240339,CA.PTHC,17,intronic
rs2240339,CA.RCC,18,intronic
rs2240339,CA.RCC.ACHN,18,intronic
rs2240339,CA.RCC.RCC7860,18,intronic
rs2240339,CA.RMS.SJCRH30,17,intronic
rs2240339,CA.RTK.RHABOID.G401,18,intronic
rs2240339,CA.SCC.NCIH226,18,intronic
rs2240339,CA.TSTC.NT2D1,18,intronic
rs2240339,CA.UCEC.ISHIKAWA,18,intronic
rs2240339,CA.UCEC.ISHIKAWA,6,intronic
rs2240339,CA.UCEC.ISHIKAWA,6,intronic
rs2240339,EDCR.ADRENAL.GLD,17,intronic
rs2240339,EDCR.ADRENAL.GLD,18,intronic
rs2240339,EDCR.ADRENAL.GLD,18,intronic
rs2240339,EDCR.ADRENAL.GLD,13,intronic
rs2240339,EDCR.ADRENAL.GLD,18,intronic
rs2240339,EDCR.ADRENAL.GLD,18,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,18,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,18,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2240339,EDCR.EMB.ADRENAL.GLD,16,intronic
rs2240339,EDCR.ENDOC.PANC,17,intronic
rs2240339,EDCR.ENDOC.PANC,17,intronic
rs2240339,EDCR.ENDOC.PANC,18,intronic
rs2240339,EDCR.ENDOC.PANC,17,intronic
rs2240339,EDCR.REPR.EMB.OVARY,18,intronic
rs2240339,EDCR.REPR.OVARY,18,intronic
rs2240339,EDCR.REPR.OVARY,18,intronic
rs2240339,EDCR.REPR.OVARY,18,intronic
rs2240339,EDTH.BRN.MICV.ENDOTH,17,intronic
rs2240339,EDTH.DERM.BLD.VES.ENDOTH,18,intronic
rs2240339,EDTH.DERM.BLD.VES.ENDOTH,18,intronic
rs2240339,EDTH.DERM.LYMPH.VES.ENDOTH,18,intronic
rs2240339,EDTH.DERM.LYMPH.VES.ENDOTH,18,intronic
rs2240339,EDTH.EMB.KDNY.CAP.ENDOTH,18,intronic
rs2240339,EDTH.GLOM.ENDOTH,18,intronic
rs2240339,EDTH.LNG.ART.ENDOTH,18,intronic
rs2240339,EDTH.LNG.MICV.ENDOTH,18,intronic
rs2240339,EDTH.UBM.VEIN.ENDOTH,18,intronic
rs2240339,EDTH.UBM.VEIN.ENDOTH,17,intronic
rs2240339,EPTH.AMNION.EPITH,18,intronic
rs2240339,EPTH.BREAST.EPITH,11,intronic
rs2240339,EPTH.BREAST.EPITH,11,intronic
rs2240339,EPTH.BREAST.EPITH,11,intronic
rs2240339,EPTH.CHOROID.PLEX.EPITH,17,intronic
rs2240339,EPTH.CILIARY.NONPGMT.EPITH,18,intronic
rs2240339,EPTH.COLON.EPITH,18,intronic
rs2240339,EPTH.EMB.SKIN.BDY,18,intronic
rs2240339,EPTH.ESOPH.EPITH,17,intronic
rs2240339,EPTH.FORESKIN.KRTN,18,intronic
rs2240339,EPTH.FORESKIN.KRTN,18,intronic
rs2240339,EPTH.FORESKIN.KRTN,18,intronic
rs2240339,EPTH.FORESKIN.KRTN,18,intronic
rs2240339,EPTH.GLOM.EPITH,18,intronic
rs2240339,EPTH.GLOM.VISC.EPTIH,18,intronic
rs2240339,EPTH.IRIS.PGMT.EPITH,17,intronic
rs2240339,EPTH.KDNY.EPITH,17,intronic
rs2240339,EPTH.KDNY.TUBULE,18,intronic
rs2240339,EPTH.KDNY.TUBULE,18,intronic
rs2240339,EPTH.KRTN,18,intronic
rs2240339,EPTH.KRTN,11,intronic
rs2240339,EPTH.LNG.BRONHC.EPITH,18,intronic
rs2240339,EPTH.LNG.BRONHC.EPITH,18,intronic
rs2240339,EPTH.MARROW.EPITH,18,intronic
rs2240339,EPTH.MMRY.EPITH,18,intronic
rs2240339,EPTH.MMRY.EPITH,11,intronic
rs2240339,EPTH.MMRY.EPITH,18,intronic
rs2240339,EPTH.MMRY.LMN.EPITH,18,intronic
rs2240339,EPTH.MMRY.MYOEPITH,17,intronic
rs2240339,EPTH.MMRY.MYOEPITH,18,intronic
rs2240339,EPTH.PANC.DUCT.EPITH,18,intronic
rs2240339,EPTH.PROST.EPITH,11,intronic
rs2240339,EPTH.PROST.EPITH,11,intronic
rs2240339,EPTH.PROST.EPITH,10,intronic
rs2240339,EPTH.PROST.EPITH,11,intronic
rs2240339,EPTH.PROX.TUB.EPITH,17,intronic
rs2240339,EPTH.PROX.TUB.EPITH,18,intronic
rs2240339,EPTH.RENAL.CTX.EPITH,18,intronic
rs2240339,EPTH.RETINAL.EPITH,17,intronic
rs2240339,EPTH.SKIN.LEG,18,intronic
rs2240339,EPTH.SKIN.LEG,18,intronic
rs2240339,ESC.ELF1,18,intronic
rs2240339,ESC.ESI3,18,intronic
rs2240339,ESC.H1HESC,18,intronic
rs2240339,ESC.H7HESC,18,intronic
rs2240339,ESC.H9,6,intronic
rs2240339,ESC.HUES48,18,intronic
rs2240339,ESC.HUES6,18,intronic
rs2240339,ESC.HUES64,18,intronic
rs2240339,ESDV.BIPOLAR.NEURON,17,intronic
rs2240339,ESDV.CARD.MESODERM,18,intronic
rs2240339,ESDV.CARD.MUSCLE,18,intronic
rs2240339,ESDV.ECTODERM,18,intronic
rs2240339,ESDV.ENDODERM,18,intronic
rs2240339,ESDV.ENDODERM,18,intronic
rs2240339,ESDV.HEPATOCYTE,18,intronic
rs2240339,ESDV.MESENCH.STEM,6,intronic
rs2240339,ESDV.MESENDODERM,18,intronic
rs2240339,ESDV.MESODERM,17,intronic
rs2240339,ESDV.NEURAL.CELL,18,intronic
rs2240339,ESDV.NEURAL.PROG,18,intronic
rs2240339,ESDV.NEURAL.PROG,18,intronic
rs2240339,ESDV.NEURAL.PROG,18,intronic
rs2240339,ESDV.NEURAL.PROG,17,intronic
rs2240339,ESDV.NEURON,17,intronic
rs2240339,ESDV.SM.MUSCLE,18,intronic
rs2240339,EYE.EMB.EYE,18,intronic
rs2240339,EYE.EMB.EYE,17,intronic
rs2240339,EYE.EMB.RETINA,18,intronic
rs2240339,EYE.EMB.RETINA,18,intronic
rs2240339,EYE.EMB.RETINA,18,intronic
rs2240339,GI.COLON.MUC,18,intronic
rs2240339,GI.COLON.MUC,17,intronic
rs2240339,GI.DUOD.MUC,17,intronic
rs2240339,GI.DUOD.MUC,17,intronic
rs2240339,GI.EMB.LARGE.INT,17,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,17,intronic
rs2240339,GI.EMB.LARGE.INT,17,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.LARGE.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,17,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.SMALL.INT,18,intronic
rs2240339,GI.EMB.STOMACH,18,intronic
rs2240339,GI.EMB.STOMACH,17,intronic
rs2240339,GI.EMB.STOMACH,18,intronic
rs2240339,GI.EMB.STOMACH,17,intronic
rs2240339,GI.EMB.STOMACH,18,intronic
rs2240339,GI.EMB.STOMACH,18,intronic
rs2240339,GI.EMB.STOMACH,18,intronic
rs2240339,GI.EMB.STOMACH,16,intronic
rs2240339,GI.EMB.STOMACH,17,intronic
rs2240339,GI.EMB.STOMACH,17,intronic
rs2240339,GI.ESOPH,18,intronic
rs2240339,GI.ESOPH,18,intronic
rs2240339,GI.ESOPH.MUSC.MUC,18,intronic
rs2240339,GI.ESOPH.MUSC.MUC,18,intronic
rs2240339,GI.ESOPH.SQUAM.EPITH,17,intronic
rs2240339,GI.ESOPH.SQUAM.EPITH,18,intronic
rs2240339,GI.GAST.ESOPH.SPHCTR,17,intronic
rs2240339,GI.PEYER.PATCH,18,intronic
rs2240339,GI.PEYER.PATCH,17,intronic
rs2240339,GI.PEYER.PATCH,18,intronic
rs2240339,GI.RECT.MUC,17,intronic
rs2240339,GI.RECT.MUC,17,intronic
rs2240339,GI.SIG.COLON,18,intronic
rs2240339,GI.SIG.COLON,18,intronic
rs2240339,GI.SIG.COLON,17,intronic
rs2240339,GI.SIG.COLON,18,intronic
rs2240339,GI.SIG.COLON,17,intronic
rs2240339,GI.SMALL.INT,18,intronic
rs2240339,GI.SMALL.INT,18,intronic
rs2240339,GI.SMALL.INT,17,intronic
rs2240339,GI.STOMACH,18,intronic
rs2240339,GI.STOMACH,17,intronic
rs2240339,GI.STOMACH,17,intronic
rs2240339,GI.STOMACH,6,intronic
rs2240339,GI.STOMACH,18,intronic
rs2240339,GI.STOMACH,17,intronic
rs2240339,GI.STOMACH.MUC,17,intronic
rs2240339,HRT.AORTA,18,intronic
rs2240339,HRT.AORTA,17,intronic
rs2240339,HRT.ASC.AORTA,18,intronic
rs2240339,HRT.ASC.AORTA,17,intronic
rs2240339,HRT.CORONARY.ATY,18,intronic
rs2240339,HRT.CORONARY.ATY,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,16,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.HEART,16,intronic
rs2240339,HRT.EMB.HEART,18,intronic
rs2240339,HRT.EMB.LEFT.ATRIUM,18,intronic
rs2240339,HRT.EMB.LEFT.VENTR,18,intronic
rs2240339,HRT.EMB.LEFT.VENTR,18,intronic
rs2240339,HRT.EMB.RIGHT.VENTR,18,intronic
rs2240339,HRT.HEART,6,intronic
rs2240339,HRT.HEART,18,intronic
rs2240339,HRT.LEFT.VENTR,18,intronic
rs2240339,HRT.LEFT.VENTR,17,intronic
rs2240339,HRT.LEFT.VENTR,17,intronic
rs2240339,HRT.RIGHT.ATRIUM,18,intronic
rs2240339,HRT.RIGHT.ATRIUM,17,intronic
rs2240339,HRT.RIGHT.ATRIUM,17,intronic
rs2240339,HRT.RIGHT.VENTR,18,intronic
rs2240339,HRT.RIGHT.VENTR,17,intronic
rs2240339,HSC.B,18,intronic
rs2240339,HSC.B,18,intronic
rs2240339,HSC.B,18,intronic
rs2240339,HSC.B,18,intronic
rs2240339,HSC.B,6,intronic
rs2240339,HSC.B,18,intronic
rs2240339,HSC.B,17,intronic
rs2240339,HSC.B,18,intronic
rs2240339,HSC.CD14.MONOCYTE,5,intronic
rs2240339,HSC.CD14.MONOCYTE,6,intronic
rs2240339,HSC.CD14.MONOCYTE,5,intronic
rs2240339,HSC.CD14.MONOCYTE,5,intronic
rs2240339,HSC.CD1C.DC,18,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,17,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,18,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,18,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,18,intronic
rs2240339,HSC.CD34.CMP,6,intronic
rs2240339,HSC.CD34.CMP,18,intronic
rs2240339,HSC.GERM.CTR,18,intronic
rs2240339,HSC.LYMPHOCYTE,18,intronic
rs2240339,HSC.MPP,6,intronic
rs2240339,HSC.MPP,17,intronic
rs2240339,HSC.MPP,17,intronic
rs2240339,HSC.MPP,17,intronic
rs2240339,HSC.MPP,17,intronic
rs2240339,HSC.MPP,17,intronic
rs2240339,HSC.MPP,18,intronic
rs2240339,HSC.MPP,6,intronic
rs2240339,HSC.MPP,6,intronic
rs2240339,HSC.MPP,18,intronic
rs2240339,HSC.NK,18,intronic
rs2240339,HSC.NK,18,intronic
rs2240339,HSC.NK,18,intronic
rs2240339,HSC.NTPHIL,7,intronic
rs2240339,HSC.NTPHIL,5,intronic
rs2240339,IPSC.11A,18,intronic
rs2240339,IPSC.15b,18,intronic
rs2240339,IPSC.18a,18,intronic
rs2240339,IPSC.18c,17,intronic
rs2240339,IPSC.20b,18,intronic
rs2240339,IPSC.CWRU1,18,intronic
rs2240339,IPSC.DF19.11,11,intronic
rs2240339,IPSC.DF19.7,18,intronic
rs2240339,IPSC.DF4.7,18,intronic
rs2240339,IPSC.DF6.9,18,intronic
rs2240339,IPSC.GM23338,18,intronic
rs2240339,IPSC.L1S8,18,intronic
rs2240339,IPSC.L1S8R,18,intronic
rs2240339,IPSC.NIHI11,18,intronic
rs2240339,IPSC.NIHI7,18,intronic
rs2240339,KDNY.EMB.KDNY.CELL,18,intronic
rs2240339,KDNY.EMB.KDNY.CELL,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,17,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.KIDNEY,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2240339,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2240339,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2240339,KDNY.KIDNEY,17,intronic
rs2240339,KDNY.KIDNEY,17,intronic
rs2240339,LCL.LCL.GM06990,17,intronic
rs2240339,LCL.LCL.GM08714,18,intronic
rs2240339,LCL.LCL.GM10248,6,intronic
rs2240339,LCL.LCL.GM10266,6,intronic
rs2240339,LCL.LCL.GM12864,17,intronic
rs2240339,LCL.LCL.GM12865,18,intronic
rs2240339,LCL.LCL.GM12875,18,intronic
rs2240339,LCL.LCL.GM12878,17,intronic
rs2240339,LCL.LCL.GM12891,6,intronic
rs2240339,LCL.LCL.GM12892,10,intronic
rs2240339,LCL.LCL.GM18507,18,intronic
rs2240339,LCL.LCL.GM19238,7,intronic
rs2240339,LCL.LCL.GM19239,6,intronic
rs2240339,LCL.LCL.GM19240,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,18,intronic
rs2240339,LNG.EMB.LUNG,17,intronic
rs2240339,LNG.LUNG,13,intronic
rs2240339,LNG.LUNG,18,intronic
rs2240339,LVR.EMB.LIVER,17,intronic
rs2240339,LVR.EMB.LIVER,18,intronic
rs2240339,LVR.HEPATIC.STELLATE,17,intronic
rs2240339,LVR.HEPATOCYTE,6,intronic
rs2240339,LVR.LIVER,18,intronic
rs2240339,LVR.LIVER,17,intronic
rs2240339,LVR.LIVER,18,intronic
rs2240339,LVR.LIVER,18,intronic
rs2240339,LVR.LIVER,17,intronic
rs2240339,LVR.LIVER,18,intronic
rs2240339,MSC.ADIPOCYTE,17,intronic
rs2240339,MSC.AMN.FLD,17,intronic
rs2240339,MSC.EMB.FCL.PROM,18,intronic
rs2240339,MSC.MESENC.STEM,17,intronic
rs2240339,MUSC.CARDIAC.MYOCYTE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2240339,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2240339,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs2240339,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs2240339,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs2240339,MUSC.GASTR.MED,18,intronic
rs2240339,MUSC.GASTR.MED,17,intronic
rs2240339,MUSC.GASTR.MED,16,intronic
rs2240339,MUSC.GASTR.MED,17,intronic
rs2240339,MUSC.PSOAS.MUSCLE,17,intronic
rs2240339,MUSC.PSOAS.MUSCLE,6,intronic
rs2240339,MUSC.PSOAS.MUSCLE,17,intronic
rs2240339,MUSC.PSOAS.MUSCLE,18,intronic
rs2240339,MUSC.SKELETAL.MUSCLE,16,intronic
rs2240339,MUSC.SKELETAL.MUSCLE,16,intronic
rs2240339,MUSC.SKELETAL.MUSCLE,16,intronic
rs2240339,MUSC.SKELETAL.MUSCLE.CELL,17,intronic
rs2240339,MYO.MYOCYTE,17,intronic
rs2240339,MYO.MYOTUBE,17,intronic
